"Sample" "Par" "Lat" "Long" "Landuse" "Succession" "Stage" "Ecosystem_type" "Date.collected" "Parent_material" "Distance" "Soil_water" "BD" "pH" "P" "K" "Mg" "Ca" "Al" "Fe" "Tot_C" "Tot_N" "C.N" "d15N" "d13C" "C.stock" "NH4" "NO3" "N_min" "NH4_t28" "NO3_t28" "N_min_t28" "NH4_mineralized" "NO3_mineralized" "N_min_mineralized" "Klimatnr.precip" "MAT" "MAP" "LDMC" "Leaf_C.N" "Litter_C" "Litter_C.N" "Litter_N" "Litter_P" "LN" "Leaf_lignin" "Lignin.N" "Basal_resp" "Glycine_resp" "Lignin_resp" "AY_resp" "OA_resp" "Glucose_resp" "Chitin_resp" "No_genomes" "Copy_16S" "AGS" "Max_GR" "abundance_16S" "abundance_ITS" "FB_abundance"
"169" "Sample_169" 96 55.5911111111111 13.6513888888889 "Forest" "Forest" 4 "Forest" "10-sep" "Sandy silt" 2214.83234154219 38.5 0.63 4.6 3.6 7.7 5.8 19 13 10 8.94 0.395 22.6 1.58 -28.53 56.3 112.5 4.8 117.3 107.4 0 107.4 -5.1 -4.8 -9.9 53450 8.31259173315 697.833188533 504.426930821238 33.3175117972626 561.146128068499 104.87 8.999025 0.753080464028157 16.7458039304781 166.466242210395 9.94077339621895 0.632 2.64081555578017 3.21472546018478 5.5017769889653 5.98370084359002 4.60670253962321 0.317055132834557 NA NA NA NA 4.37107403004121 2.87775402767615 0.658363140934727
"170" "Sample_170" 96 55.5788888888889 13.6236111111111 "Abandoned arable field" "Recent" 2 "Grassland" "10-sep" "Sandy silt" 2214.83234154219 11.2 1.21 5.6 11.2 11.8 5.1 42 22 9 1.32 0.107 12.3 4.67 -28.52 16 6.6 5.7 12.3 2.8 15.7 18.6 -3.8 10 6.3 53340 8.38684383887 774.093485288 446.188458281872 18.7336164123414 415.938965940318 64.9 15.9005256410256 1.222 28.2203138932648 58.3772727272727 2.06862591777214 0.054 0.793025221222908 1.29790325198157 0.656971134511139 0.991262436471993 0.850454576778796 0.32408942081344 695.2135549 2.034067854 2.80575053 0.194299977 4.67350940477612 3.20756001656771 0.686327925924302
"171" "Sample_171" 97 55.8383333333333 13.9963888888889 "Forest" "Forest" 4 "Forest" "10-sep" "Moraine" 3446.5481454355 20.433163222199 0.618939422157659 4.4 8.7 28.3 15.5 77 20 31 20.1 0.882 22.8 -1.17 -27.78 NA 359 22.5 381.5 440 17.5 457.5 81 -5 76 53550 8.30429980103 801.566098311 495.593283562828 38.8033889688775 NA 83.25 6.00766666666667 0.656666666666667 12.6513984454798 NA NA 0.767 2.08481388974179 4.32548961791871 4.95335561648851 2.28633093027456 2.23588319174164 0.329471877826579 NA NA NA NA 4.53138376866584 3.42870951937641 0.756658383932445
"172" "Sample_172" 97 55.8077777777778 13.9875 "Abandoned former arable field" "Late" 3 "Grassland" "10-sep" "Moraine" 3446.5481454355 28.8051447003813 0.65799350076923 5.2 7 23.2 7.7 56 98 61 6.37 0.509 12.5 4.35 -28.41 NA 45.4 47.5 92.9 157.8 8.7 166.5 112.4 -38.8 73.6 54430 8.30429980103 825.233853422 441.531470936274 20.405321965754 423.048408682615 64.9 11.8202395833333 1.66768913827762 25.27408613719 58.5453329910892 2.31641740371145 0.635 5.00595730959632 2.28618514915103 9.79498579788959 2.13203126832571 7.73064149159644 0.330611056873606 NA NA NA NA 4.77173656636807 2.69475637070863 0.564732845836813
"173" "Sample_173" 98 55.8383333333333 13.9916666666667 "Forest" "Forest" 4 "Forest" "10-sep" "Moraine" 3205.79467255564 22.3232686600893 0.765787272659549 4.5 8.2 37.8 13.8 33 71 67 11 0.573 19.2 0.82 -28.81 NA 237.2 23.8 261 373.8 17.3 391 136.6 -6.5 130 53550 8.30429980103 801.566098311 467.846904483001 26.7667268358532 523.873343284009 NA 8.43933333333333 1.41545498946176 20.974929169307 73.1079833570516 3.48549369425437 0.415 12.1893054971041 9.49348452946654 6.56952452083416 5.26618446574007 10.7555606263238 2.37250614558314 NA NA NA NA 4.93741151360146 3.38452300931006 0.685485299328699
"174" "Sample_174" 98 55.8097222222222 13.9858333333333 "Grazed arable field" "Managed" 1 "Grassland" "10-sep" "Moraine" 3205.79467255564 NA NA 5.6 5.2 15.7 10.9 91 126 47 6.27 0.469 13.4 3.71 -28.85 NA 38.9 5.4 44.3 23.6 86.7 110.3 -15.3 81.3 66 54430 8.30429980103 825.233853422 445.246940564595 18.1656447056369 453.481101402216 28.7 14.4839343253451 0.453243180134968 27.9540559455579 58.6565212184933 2.09831880327958 0.189 4.82429664975163 3.30486785217115 5.1125213331853 3.13955840619978 5.57364142312767 1.31484238057427 NA NA NA NA NA NA NA
"175" "Sample_175" 99 56.0166666666667 13.9080555555556 "Forest" "Forest" 4 "Forest" "11-sep" "Moraine" 5347.76510327497 108.1 0.38 4.5 3.9 16.2 8.1 19 22 32 10.8 0.543 19.9 0.52 -28.89 41 130.4 1.1 131.5 166.9 1.1 168 36.5 0 36.5 63020 8.30429980103 751.606343985 474.430401498604 20.71288368419 457.55 48.9481481481481 11.45 0.955 23.3616826146585 NA NA 0.564 11.0221102954762 7.00328003243946 9.24444484935159 9.40481028341054 10.2917708148281 1.44131520583278 NA NA NA NA 4.44160091021886 3.35098675664523 0.754454716752143
"176" "Sample_176" 99 56.0361111111111 13.9866666666667 "Abandoned former arable field" "Late" 3 "Grassland" "11-sep" "Moraine" 5347.76510327497 29.3 1.19 5 12.9 12 5.3 38 73 21 3.88 0.3 12.9 3.64 -28.41 46.2 28.6 34.3 62.9 65.8 11.2 77 37.2 -23.1 14.1 64000 8.30429980103 733.215286932 449.496084100176 19.1164866998007 405.319689443216 74.075 14.7088590686275 1.86483255288417 26.2311130530939 55.1766666666667 2.1034817148241 0.313 1.52416251312165 1.41075624643165 2.6627298399612 1.06574170543285 0.622743250588068 0.0697390179025759 NA NA NA NA 4.70127982587733 3.30415245145529 0.702819779683861
"177" "Sample_177" 100 56.0625 13.9819444444444 "Forest" "Forest" 4 "Forest" "11-sep" "Moraine" 3134.92728352275 19.9 0.94 5 4.8 10.3 5.6 28 67 31 4.29 0.262 16.4 2.05 -28.39 40.3 33.5 5.3 38.8 69.7 1.1 70.9 36.2 -4.2 32.1 64080 8.30429980103 715.695224261 484.781336071023 21.6161057163819 464.208640677673 55.5045267489712 11.4872213198603 0.995780427390298 23.7843211775431 120.61159148414 5.0710546071006 0.453 1.48798611101147 3.20271657739059 2.74992693777581 1.80278839243321 1.67622207236829 0.453595885992052 NA NA NA NA 4.5959823959584 3.71421738593151 0.808144389151208
"178" "Sample_178" 100 56.0363888888889 14.0008333333333 "Grazed grassland" "Managed" 1 "Grassland" "11-sep" "Moraine" 3134.92728352275 19 1.24 5.3 10.7 16.8 12.9 62 53 17 3.79 0.275 13.8 2.63 -28.48 47 12.4 31.6 44 18.7 16.9 35.6 6.3 -14.7 -8.4 64000 8.30429980103 733.215286932 449.704989973957 21.4435478353363 436.720231110048 44.3473684210526 9.85798219242479 1.44518913827762 24.2680586598917 54.1848958333333 2.23276598234393 0.199 3.04180098036815 1.34274579766383 4.36693436367192 1.30265586610465 4.65924560746064 0.869912251891053 NA NA NA NA 4.82432684877267 3.45248281497278 0.715640321063881
"179" "Sample_179" 101 55.9772222222222 13.9952777777778 "Grazed former arable field" "Managed" 1 "Grassland" "11-sep" "Moraine" NA NA NA 5.8 8.2 11.5 15.3 83 46 15 3.57 0.272 13.1 3.06 -28.43 NA 5.9 26.4 32.3 3.2 60.5 63.8 -2.7 34.1 31.5 64000 8.30429980103 733.215286932 446.916792339063 19.3409024194822 425.59181366593 34.9 15.2283269667996 2.21862148797876 27.4407916275547 52.8340277777778 1.92538278395454 NA NA NA NA NA NA NA NA NA NA NA 5.16749889437046 3.41928101761137 0.66168974343398
"180" "Sample_180" 102 56.4238888888889 13.9641666666667 "Forest" "Forest" 4 "Forest" "11-sep" "Peat" 5373.52076343222 124.4 0.27 3.9 5.8 28.7 23.4 64 16 10 26 0.843 30.8 -1.08 -28.28 70.2 97.1 0 97.1 170.2 0.9 171 73.1 0.9 73.9 63220 7.58805548293 787.472585764 495.817740410282 32.8899236850744 NA 77.745 8.14286666666667 0.791166666666667 16.3432366183369 NA NA 2.575 11.2635423239342 7.23492340936033 22.9176855587618 21.8603189970836 19.9510933597312 1.85802331842799 567.3710769 2.084218495 2.611899091 0.220022147 4.57246226458648 3.73723131462813 0.817334534080866
"181" "Sample_181" 102 56.47 13.99 "Grazed grassland" "Managed" 1 "Grassland" "11-sep" "Moraine" 5373.52076343222 127.9 0.51 4.5 4.8 16.2 17.7 87 61 35 14.8 0.747 19.8 0.28 -28.24 75.5 59.8 32.4 92.2 87 102.2 189.2 27.2 69.8 97 63220 7.58805548293 787.472585764 428.904489374095 17.6681645438996 456 34.9 12.9776504297994 0.79 27.793051000027 50.6142857142857 1.82111297224031 0.768 21.3381751576981 10.9971270285681 27.8382964337754 5.18801130041127 25.286258125534 2.81472059930767 887.2111704 2.518796375 2.884097141 0.222998604 4.81114677011877 3.6771245759927 0.764292745927167
"182" "Sample_182" 103 56.4213888888889 13.9683333333333 "Forest" "Forest" 4 "Forest" "11-sep" "Moraine" 4365.68778212559 35.1 0.78 4.4 2.9 11.4 6.8 29 57 57 8.34 0.377 22.1 0.38 -27.7 65.1 42.5 14.6 57.1 55.8 38.9 94.7 13.3 24.3 37.6 63220 7.58805548293 787.472585764 496.82316790725 38.8644729849044 561.146128068499 87.125 6.129975 0.651225780575451 12.7089080615 166.466242210395 13.0983906252877 0.345 3.66082174275799 4.93475826500825 9.80574669957908 8.58342487155429 4.41250153340348 2.45760298892922 527.0552002 2.330481659 2.5597833 0.196516084 4.47938306612507 3.35174137521715 0.748259598640802
"183" "Sample_183" 103 56.4602777777778 13.9775 "Former open land" "Late" 3 "Grassland" "11-sep" "Moraine" 4365.68778212559 35.1 0.97 5.4 2.8 9.5 5.5 44 87 20 3.74 0.247 15.1 4.01 -28.53 36.3 13.2 20.8 34 73.3 5.6 78.9 60.1 -15.2 44.9 63220 7.58805548293 787.472585764 455.6374266381 21.6553262546579 422.780617498488 34.9 16.3694353868195 0.5 25.2749674085178 55.021875 2.17693159048179 0.483 4.27781833652975 2.34557320468868 4.38649651757809 1.90143554960937 7.97832214763079 0.457133939168922 758.3262289 2.640099134 2.847545974 0.194543521 4.96768733683323 3.73158136495521 0.75117073840118
"184" "Sample_184" 104 56.4216666666667 13.9641666666667 "Forest" "Forest" 4 "Forest" "11-sep" "Moraine" 5524.89489298523 44.6 0.61 4.3 1.8 13.8 16.8 53 72 40 14 0.499 28.1 -1.54 -28 85.4 61.5 5.8 67.3 80.6 39.1 119.7 19.1 33.3 52.4 63220 7.58805548293 787.472585764 498.242136774031 35.8282792238069 541.62228841948 85.29 7.00003153153153 0.767350597071692 14.4627036641255 131.964312472277 9.12445663943268 2.721 26.3236094672905 17.8919195067095 32.0870995183036 27.8457827228794 29.5726158344865 4.48680981493995 NA NA NA NA 4.60310886786578 3.79435812936607 0.824303365026714
"185" "Sample_185" 104 56.4711111111111 13.9719444444444 "Grazed arable field" "Managed" 1 "Grassland" "11-sep" "Moraine" 5524.89489298523 NA NA 5.8 21.2 34.7 19 77 51 32 3.83 0.309 12.4 5.84 -29.56 NA 14.9 94.1 109 0.6 92.1 92.7 -14.3 -2 -16.3 63220 7.58805548293 787.472585764 447.607153836131 19.3477857045173 463.951238262033 35.2666666666667 19.8307002885486 1.96912973778561 27.9448002780809 58.015704591796 2.076082277006 0.082 6.89499725245498 1.78477004685848 3.12069873557438 3.79818308526044 7.67544030565128 1.83834686669865 NA NA NA NA 4.86339922929566 3.4308445826307 0.705441692297091
"186" "Sample_186" 105 56.4238888888889 13.9677777777778 "Forest" "Forest" 4 "Forest" "11-sep" "Peat" NA NA NA 4.3 8.6 37.6 38.1 158 28 45 47.1 1.844 25.5 0.18 -28.77 NA 265.8 11.1 276.9 492.2 10.3 502.4 226.4 -0.8 225.5 63220 7.58805548293 787.472585764 495.682881312147 36.8215584253795 523.873343284009 81.415 6.72111821511822 0.702213241747714 13.8873427386758 100.598921801261 7.24392878423717 NA NA NA NA NA NA NA NA NA NA NA 4.72802870749975 4.03625833961258 0.85368735879504
"187" "Sample_187" 106 56.5202777777778 14.77 "Forest" "Forest" 4 "Forest" "12-sep" "Moraine" NA 128.9 0.34 4.1 5.1 29.2 20.9 49 83 94 24.6 0.881 27.9 1.6 -28.33 83.6 98.3 0 98.3 176.7 0.6 177.3 78.4 0.6 79 64330 7.24536763084 697.035792371 500.487562107831 38.1254587852374 555.513419483501 98.75 6.60137862318841 0.631610055996468 13.4244316418153 156.441366296707 11.6534815380498 NA NA NA NA NA NA NA NA NA NA NA 4.43433959326015 3.53780464528901 0.797819961887041
"188" "Sample_189" 107 56.5166666666667 14.77 "Forest" "Forest" 4 "Forest" "12-sep" "Moraine" 3005.86037737623 52.4 0.57 4.1 2.8 13 8.9 37 61 42 11.6 0.416 27.9 0.66 -28.7 66.1 28.7 0 28.7 51.4 3.6 55 22.7 3.6 26.3 64330 7.24536763084 697.035792371 505.507177267358 37.3209060024916 561.146128068499 112.415 7.69786666666667 0.657972911270275 14.3420880979269 166.466242210395 11.6068344493336 1.243 9.71673125406997 9.98213845746397 17.6746275617054 14.6849566156638 14.5066329560049 0.819698242590273 NA NA NA NA 4.32107132870687 3.63060463362045 0.840209373425675
"189" "Sample_190" 107 56.4931043427597 14.7938976015869 "Grazed arable field" "Managed" 1 "Grassland" "12-sep" "Moraine" 3005.86037737623 30.4 0.91 5.4 6.2 13.1 5.2 30 106 16 5 0.331 15.1 4.46 -28.7 45.5 14.8 0.8 15.6 78.3 1.4 79.7 63.5 0.6 64.1 64290 7.28836383752 723.79894799 449.314560594156 19.5303398363473 422.653028293392 34.9 12.8751084561332 2.11126315547917 26.0144101075269 56.35583271712 2.16633137112013 0.383 5.30952897672154 4.46666346763199 8.65900480236516 4.56946771237128 7.89346465392799 1.15571893433843 NA NA NA NA 4.85078840969224 3.30218428028689 0.680752076031369
"190" "Sample_191" 108 56.5125 14.7577777777778 "Forest" "Forest" 4 "Forest" "12-sep" "Moraine" NA 55.1 0.54 4 4.5 13.8 8.1 21 70 58 11.2 0.411 27.3 1.56 -27.88 60.5 25.5 0 25.5 79.8 0 79.8 54.3 0 54.3 64330 7.24536763084 697.035792371 489.265601875603 36.8866611730218 559.997943330133 87.125 6.14766130239521 0.6559720848469 14.1918472583599 97.7957762024576 6.89098285953226 1.399 9.8728848123333 8.79995023633952 18.8635150535213 24.716546086144 11.6216036031173 2.46200139446405 NA NA NA NA 4.48083748643178 3.64986068048267 0.814548773869763
"191" "Sample_193" 109 56.5127777777778 14.7638888888889 "Forest" "Forest" 4 "Forest" "12-sep" "Peat" 3008.94417388453 187.4 0.22 4.7 6.7 17.1 25 346 23 14 45 1.947 23.1 2.63 -28.41 99 218.6 49.9 268.5 262.4 89.7 352.1 43.8 39.8 83.6 64330 7.24536763084 697.035792371 495.668102511979 36.8322338742765 NA 81.415 6.7194 0.7015 13.8820111697655 NA NA 1.558 15.3632896932173 8.60848784721373 17.161216238047 12.1525154112827 11.1589628764409 2.09458042259826 NA NA NA NA 4.73266266142962 2.53361835777742 0.535347338069533
"192" "Sample_194" 109 56.4858333333333 14.7677777777778 "Grazed former arable field" "Managed" 1 "Grassland" "12-sep" "Peat" 3008.94417388453 124.5 0.71 5.2 4.4 7.8 13 243 96 120 14.9 0.724 20.6 3.31 -28.59 105.8 19.7 53.8 73.5 129.8 75.3 205.1 110.1 21.5 131.6 64290 7.28836383752 723.79894799 455.36277157505 19.3538314100693 398.425594616675 75.91 14.5125694444444 1.31058823529412 25.9004632912939 53.3179628203612 2.05857177999914 1.587 1.79147408133188 1.41450047110714 3.40082528812474 2.44853829422026 6.03490847310347 0.914969118269972 NA NA NA NA NA NA NA
"193" "Sample_195" 110 56.5161111111111 14.7580555555556 "Forest" "Forest" 4 "Forest" "12-sep" "Moraine" NA 30.9 0.95 5 5.6 16.3 5.3 22 98 40 5.5 0.354 15.5 3.73 -28.32 52.3 88.4 1.3 89.7 133.7 2 135.6 45.3 0.7 45.9 64330 7.24536763084 697.035792371 493.061654470549 27.7681442916892 NA 69.605 10.9023 0.968 19.9386271189438 NA NA 0.277 6.64035222836009 5.19963582573091 10.9414814541136 9.06888196898196 5.57198609664223 1.46762929083029 NA NA NA NA NA NA NA
"194" "Sample_197" 111 56.4752772717009 16.0702144941912 "Forest" "Forest" 4 "Forest" "13-sep" "Glacial clay" 5239.22107106832 106.8 0.17 3.9 7.6 36.7 22 119 13 3 35.6 1.02 34.9 -2.57 -28.05 60.5 94.5 0.2 94.7 191.9 3.8 195.7 97.4 3.6 101 65250 7.97894406873 594.418811942 507.892127007051 39.4142291291464 561.146128068499 122 7.23075 0.60225780575451 13.2264946056815 166.466242210395 12.5858171173252 1.518 13.4937690883833 15.8848943085087 12.9890948199839 18.1942127996988 6.34619029772904 3.93688034247531 596.7126141 2.155698831 2.847975994 0.216386471 NA NA NA
"195" "Sample_198" 111 56.4977600393037 15.9953277151709 "Abandoned grassland" "Recent" 2 "Grassland" "13-sep" "Silty sand" 5239.22107106832 35.6 0.82 5 4 14.9 6.9 47 47 41 4.19 0.288 14.5 3.32 -28.4 34.4 46.7 14.6 61.3 94.1 2 96.1 47.4 -12.6 34.8 65250 7.97894406873 594.418811942 454.595841388853 20.2627003714744 441.638289886604 46.4225563909774 15.3637542989418 0.828191577838343 26.4509475764423 65.7876715860059 2.48715745989371 0.249 1.06531859573847 1.82065547832939 1.72943913661015 3.37001106595379 1.58325572329229 0.835568939899753 608.4414294 3.057309733 3.158614794 0.22230912 5.35747657824598 3.62034998543828 0.675756567959382
"196" "Sample_199" 112 56.4719663644048 16.0571021713324 "Forest" "Forest" 4 "Forest" "13-sep" "Moraine" 2638.18666170156 148.5 0.21 3.9 4.2 21.2 9.8 52 21 9 16.04 0.47 34.1 -1.37 -27.64 33.7 31.3 0 31.3 68.7 0 68.7 37.4 0 37.4 65250 7.97894406873 594.418811942 507.716369864711 34.6412978947328 547.565451106467 122 7.73208630952381 0.913007425052384 15.447956756902 142.591444695808 9.23044043556763 1.621 4.54176873454445 2.5952475346294 11.3561560537814 17.5889301277963 4.26669836424693 0.286115744328928 861.6573131 1.948812822 3.018258489 0.226710691 4.16981917368695 3.32383893217355 0.797118242716174
"197" "Sample_200" 112 56.4826549868388 16.0188018694821 "Abandoned arable field" "Recent" 2 "Grassland" "13-sep" "Moraine" 2638.18666170156 17.6 1.02 5.9 15.8 63.3 20.5 126 35 18 3.86 0.47 8.2 7.01 -28.47 39.4 61.2 91.4 152.6 0.6 112.1 112.7 -60.6 20.7 -39.9 65250 7.97894406873 594.418811942 442.599743967125 17.1270615283838 448.334639334278 34.9 17.245995773639 2.91632396794335 30.5341374645787 50.5 1.65388657395621 0.167 12.2233641911548 4.75719657196866 16.2550519162231 4.69266182973935 11.8466356508156 3.50251160753241 750.4997951 2.684619979 2.54168184 0.208467274 5.76336531660276 3.93501825689628 0.682763982626698
"198" "Sample_201" 113 56.4790175225741 16.0573306485997 "Forest" "Forest" 4 "Forest" "13-sep" "Sand" 2295.5430991189 105.4 0.22 4.9 7.8 30.2 17.7 113 8 4 16 0.675 23.7 0.51 -27.35 35.2 238.2 1.1 239.3 230.1 1.8 231.9 -8.1 0.7 -7.4 65250 7.97894406873 594.418811942 506.128559054327 35.1598682403578 549.556010412556 122 7.83120543981481 0.874125778248763 15.2973174755432 146.812461462158 9.59726839015248 3.794 27.7147276330807 15.2657911047448 17.3712676053017 32.762729516931 9.1424980811371 2.16120250514502 900.1479426 2.476341748 2.618548228 0.224586923 4.43577991145489 3.8835988728551 0.875516583414374
"199" "Sample_202" 113 56.4786918858659 16.0199945843879 "Grazed grassland" "Managed" 1 "Grassland" "13-sep" "Moraine" 2295.5430991189 16.9 1.02 5.3 11 19.9 20.5 84 43 22 4.29 0.331 13 2.49 -28.02 43.8 34.8 23.5 58.3 73.1 28.1 101.3 38.3 4.6 43 65250 7.97894406873 594.418811942 459.330278008443 20.892059853938 451.786782543569 53.6526315789474 11.0461906475211 1.5502036873759 25.0538667943433 56.3371794871795 2.24864209383836 0.158 6.08292824609328 1.76483332877868 6.66926201870031 2.03691206506201 5.67510095631494 0.969690124675325 664.6983316 2.502040003 2.846874003 0.214344169 5.49293212607498 2.56240141511006 0.466490638569213
"200" "Sample_203" 114 56.4717683150261 16.0634601138598 "Forest" "Forest" 4 "Forest" "13-sep" "Moraine" 2538.54053719885 NA NA 4.7 5.6 29.6 26.3 143 24 7 22 0.8 27.5 -0.71 -27.37 NA 264.3 0.2 264.5 254.3 0.3 254.7 -10 0.1 -9.8 65250 7.97894406873 594.418811942 495.967378308584 28.9476134958723 NA 74.075 9.56633333333333 0.880833333333333 18.8044620669083 NA NA 1.874 12.0167221936642 9.52567547882714 16.7690608612106 8.39318576590019 5.6191145248771 3.37877962607749 NA NA NA NA 5.03984848807498 3.85475855706198 0.764856040054162
"201" "Sample_204" 114 56.4775845641925 16.0235367358169 "Grazed arable field" "Managed" 1 "Grassland" "13-sep" "Moraine" 2538.54053719885 NA NA 6.2 35 79 26.4 285 26 19 5.9 0.479 12.3 7.39 -27.71 NA 11.8 44.5 56.3 4.5 26.7 31.2 -7.3 -17.8 -25.1 65250 7.97894406873 594.418811942 439.687401228233 16.7219780982268 446.045454545455 25.6818181818182 22.5558869497265 NA 30.0018481078233 44.8166666666667 1.49379686563309 0.284 7.5904280664941 2.41143195453696 7.92400130209407 0.801488120204708 7.17633567186106 1.11744794349637 NA NA NA NA 5.84384503592333 3.9241450640367 0.671500534308176
"202" "Sample_205" 115 57.3251879208559 15.5779136618635 "Forest" "Forest" 4 "Forest" "14-sep" "Silt" 6255.34606757218 14.2 0.86 5.5 3 14.6 6.6 54 81 22 3.29 0.155 21.2 1.49 -27.4 28.3 9.3 0 9.3 15.4 8.2 23.6 6.1 8.2 14.3 75190 7.23276477971 584.024164246 506.339744010748 39.0061457020869 560.993194492292 122 7.28613731060606 0.604082518957623 13.4806666359255 163.352515909171 12.1175399051737 0.194 1.6419051544683 1.25645754588972 2.65009188665107 3.20695177040877 0.724337506490648 0.488828776497884 480.0885844 2.079326051 2.8744114 0.199224538 5.10832670555372 3.73334171113112 0.730834562141897
"203" "Sample_206" 115 57.3811947923582 15.5863786908224 "Grazed former arable field" "Managed" 1 "Grassland" "14-sep" "Moraine" 6255.34606757218 28.3 0.95 5.2 11.3 14.6 5.1 42 96 22 3.9 0.284 13.7 5.8 -28.42 37.1 18.5 6.7 25.2 82.7 7.8 90.5 64.2 1.1 65.3 75190 7.23276477971 584.024164246 453.654776251121 20.8159639736274 446.191524050644 50.3772727272727 15.260040712369 1.63748090315751 25.9112270420641 53.0880545067855 2.04884370858249 0.32 4.90281027065994 2.47559084121828 6.54162428048175 1.9716565008546 3.10233599638043 0.720092754994497 480.6601973 3.050322495 2.920810186 0.207885427 5.17311311219523 2.48840652463533 0.481026892446852
"204" "Sample_207" 117 57.3286471216356 15.5777686623568 "Forest" "Forest" 4 "Forest" "14-sep" "Silt" 6663.88118986684 22 0.85 5 2.6 12.1 7.3 46 89 57 7.03 0.238 29.5 -0.74 -27.5 59.8 15.1 0 15.1 12.7 0 12.7 -2.4 0 -2.4 75190 7.23276477971 584.024164246 507.892127007051 39.4142291291464 561.146128068499 122 7.23075 0.60225780575451 13.2264946056815 166.466242210395 12.5858171173252 0.827 1.09040510684567 2.44705709354339 5.63091679320967 5.39429499938666 1.7926941904772 -0.213579766658783 NA NA NA NA 4.81976565759651 3.5447951757039 0.735470441413866
"205" "Sample_208" 117 57.3883884973718 15.5848299811232 "Grazed arable field" "Managed" 1 "Grassland" "14-sep" "Moraine" 6663.88118986684 22.6 1.56 5.7 2.5 19.7 14.9 81 65 24 4.9 0.349 14 3.9 -28.42 76.4 74.9 4.8 79.7 115.1 50.5 165.6 40.2 45.7 85.9 75190 7.23276477971 584.024164246 446.175336982563 21.5001384221961 436.836598335696 NA 12.478890625 1.20408099198584 17.8811065633536 NA NA 0.386 6.85447532154697 1.2047443982728 6.55299746890492 2.681527640898 7.23905077952854 0.576197035950118 NA NA NA NA 5.65443797523363 3.084520467865 0.545504342142431
"206" "Sample_209" 118 58.0886491418398 15.9889459691603 "Forest" "Forest" 4 "Forest" "14-sep" "Moraine" 2812.40330199022 NA NA 4.5 2.6 15.2 7.8 84 45 36 12.3 0.412 29.9 0.73 -27.65 NA 37.5 0 37.5 110 1 110.9 72.5 1 73.4 86010 7.1314065291 647.670898371 496.897986856402 36.8933178903034 561.146128068499 85.29 6.84170833333334 0.696059113908784 13.9395207857857 166.466242210395 11.9420347921962 NA NA NA NA NA NA NA 635.1671647 2.668109978 3.078476516 0.225202096 4.52814506222772 3.54572444025084 0.783041265578723
"207" "Sample_210" 118 58.0683756059341 16.0174568994871 "Abandoned grassland" "Recent" 2 "Grassland" "14-sep" "Moraine" 2812.40330199022 NA NA 5.6 4.6 23.4 13.4 111 51 18 4.5 0.346 13 2.61 -28.71 NA 10.4 26.8 37.2 10.8 115.6 126.4 0.4 88.8 89.2 86010 7.18063190992 647.670898371 456.402083401371 19.1662678292256 465.24162845384 37.7318181818182 13.0210017792772 1.39891593280293 27.1212672700317 67.8357814539243 2.50120249833904 NA NA NA NA NA NA NA 797.4987741 2.840028923 2.850675855 0.20806415 3.97330644898471 2.81549481718782 0.70860248343222
